EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1207,33,Travel_Rarely,147,Human Resources,2,Male,99,1,Human Resources,Married,3600,8429,No,13,3,80,1,5,4,1,4
1210,41,Non-Travel,906,Research & Development,5,Male,95,1,Research Scientist,Divorced,2107,20293,No,17,3,80,1,1,0,0,0
1211,30,Travel_Rarely,1329,Sales,29,Male,61,2,Sales Executive,Divorced,4115,13192,No,19,3,80,3,4,3,0,3
1212,40,Travel_Frequently,1184,Sales,2,Male,62,2,Sales Executive,Married,4327,25440,No,12,3,80,3,0,0,0,0
1215,50,Travel_Frequently,1421,Research & Development,2,Female,30,4,Manager,Married,17856,9490,No,22,4,80,1,2,2,2,2
1216,28,Travel_Rarely,1179,Research & Development,19,Male,78,1,Technician,Married,3196,12449,No,12,3,80,3,6,5,3,3
1217,46,Travel_Rarely,1450,Research & Development,15,Male,52,5,Research Director,Married,19081,10849,No,11,3,80,1,4,2,0,3
1218,35,Travel_Rarely,1361,Sales,17,Male,94,2,Sales Executive,Married,8966,21026,Yes,15,3,80,3,7,7,1,7
1219,24,Travel_Rarely,984,Research & Development,17,Female,97,1,Technician,Married,2210,3372,No,13,3,80,1,1,0,0,0
1220,33,Travel_Frequently,1146,Sales,25,Female,82,2,Sales Executive,Married,4539,4905,No,12,3,80,1,10,7,0,1
1221,36,Travel_Rarely,917,Research & Development,6,Male,60,1,Technician,Divorced,2741,6865,No,14,3,80,1,7,7,1,7
1224,30,Travel_Rarely,853,Research & Development,7,Male,49,2,Technician,Divorced,3491,11309,No,13,3,80,3,10,7,8,9
1225,44,Travel_Rarely,200,Research & Development,29,Male,32,2,Research Scientist,Single,4541,7744,No,25,4,80,0,20,11,13,17
1226,20,Travel_Rarely,654,Sales,21,Male,43,1,Sales Representative,Single,2678,5050,No,17,3,80,0,2,1,2,2
1228,46,Travel_Rarely,150,Research & Development,2,Male,60,2,Marketing Director,Divorced,7379,17433,No,11,3,80,1,6,3,1,4
1231,42,Non-Travel,179,Human Resources,2,Male,79,2,Human Resources,Married,6272,12858,No,16,3,80,1,4,3,0,3
1233,60,Travel_Rarely,696,Sales,7,Male,52,2,Sales Executive,Divorced,5220,10893,Yes,18,3,80,1,11,7,1,9
1234,32,Travel_Frequently,116,Research & Development,13,Female,77,1,Technician,Married,2743,7331,No,20,4,80,1,2,2,2,2
1235,32,Travel_Frequently,1316,Research & Development,2,Female,38,2,Research Scientist,Single,4998,2338,Yes,14,3,80,0,8,7,0,7
1237,36,Travel_Rarely,363,Research & Development,1,Female,77,3,Marketing Director,Divorced,10252,4235,Yes,21,4,80,1,7,7,7,7
1238,33,Travel_Rarely,117,Research & Development,9,Male,60,1,Research Scientist,Married,2781,6311,No,13,3,80,1,14,10,4,10
1239,40,Travel_Rarely,107,Sales,10,Female,84,2,Sales Executive,Divorced,6852,11591,No,12,3,80,1,5,1,1,3
1240,25,Travel_Rarely,1356,Sales,10,Male,57,2,Sales Executive,Single,4950,20623,No,14,3,80,0,4,3,1,1
1241,30,Travel_Rarely,1465,Research & Development,1,Male,63,1,Research Scientist,Married,3579,9369,Yes,21,4,80,1,11,9,5,7
1242,42,Travel_Frequently,458,Research & Development,26,Female,60,3,Research Director,Married,13191,23281,Yes,17,3,80,0,1,0,0,0
1243,35,Non-Travel,1212,Sales,8,Female,78,3,Sales Executive,Married,10377,13755,Yes,11,3,80,1,13,2,4,12
1244,27,Travel_Rarely,1103,Research & Development,14,Male,42,1,Research Scientist,Married,2235,14377,Yes,14,3,80,2,9,7,6,8
1245,54,Travel_Frequently,966,Research & Development,1,Female,53,3,Marketing Director,Divorced,10502,9659,No,17,3,80,1,5,4,1,4
1246,44,Travel_Rarely,1117,Research & Development,2,Female,72,1,Research Scientist,Married,2011,19982,No,13,3,80,1,10,5,7,7
1248,19,Non-Travel,504,Research & Development,10,Female,96,1,Research Scientist,Single,1859,6148,Yes,25,4,80,0,1,1,0,0
1249,29,Travel_Rarely,1010,Research & Development,1,Female,97,1,Research Scientist,Divorced,3760,5598,No,15,3,80,3,3,2,1,2
1250,54,Travel_Rarely,685,Research & Development,3,Male,85,4,Research Director,Married,17779,23474,No,14,3,80,0,10,9,0,9
1251,31,Travel_Rarely,1332,Research & Development,11,Male,80,2,Brand Representative,Married,6833,17089,Yes,12,3,80,0,6,5,0,1
1252,31,Travel_Rarely,1062,Research & Development,24,Female,96,2,Brand Representative,Single,6812,17198,No,19,3,80,0,10,9,1,8
1254,59,Travel_Rarely,326,Sales,3,Female,48,2,Sales Executive,Single,5171,16490,No,17,3,80,0,6,1,0,5
1255,43,Travel_Rarely,920,Research & Development,3,Male,96,5,Research Director,Married,19740,18625,No,14,3,80,1,8,7,0,7
1256,49,Travel_Rarely,1098,Research & Development,4,Male,85,5,Manager,Married,18711,12124,No,13,3,80,1,1,0,0,0
1257,36,Travel_Frequently,469,Research & Development,3,Male,46,1,Research Scientist,Married,3692,9256,No,12,3,80,0,11,10,0,7
1258,48,Travel_Rarely,969,Research & Development,2,Male,76,1,Technician,Single,2559,16620,No,11,3,80,0,1,0,0,0
1259,27,Travel_Rarely,1167,Research & Development,4,Male,76,1,Research Scientist,Divorced,2517,3208,No,11,3,80,3,5,3,0,3
1260,29,Travel_Rarely,1329,Research & Development,7,Male,82,2,Brand Representative,Divorced,6623,4204,Yes,11,3,80,2,6,0,1,0
1263,48,Travel_Rarely,715,Research & Development,1,Male,76,5,Research Director,Single,18265,8733,No,12,3,80,0,1,0,0,0
1264,29,Travel_Rarely,694,Research & Development,1,Female,87,4,Research Director,Divorced,16124,3423,No,14,3,80,2,7,7,1,7
1265,34,Travel_Rarely,1320,Research & Development,20,Female,89,1,Research Scientist,Married,2585,21643,No,17,3,80,0,1,0,0,0
1267,44,Travel_Rarely,1099,Sales,5,Male,88,5,Manager,Married,18213,8751,No,11,3,80,1,22,9,3,10
1268,33,Travel_Rarely,536,Sales,10,Male,82,3,Sales Executive,Divorced,8380,21708,Yes,14,3,80,2,9,8,0,8
1269,19,Travel_Rarely,265,Research & Development,25,Female,57,1,Research Scientist,Single,2994,21221,Yes,12,3,80,0,1,0,0,1
1270,23,Travel_Rarely,373,Research & Development,1,Male,47,1,Research Scientist,Married,1223,16901,No,22,4,80,1,1,0,0,1
1273,25,Travel_Frequently,599,Sales,24,Male,73,1,Sales Representative,Single,1118,8040,Yes,14,3,80,0,1,0,1,0
1275,26,Travel_Rarely,583,Research & Development,4,Male,53,1,Research Scientist,Single,2875,9973,Yes,20,4,80,0,8,5,2,2
1277,45,Travel_Rarely,1449,Sales,2,Female,94,5,Manager,Single,18824,2493,Yes,16,3,80,0,24,10,1,11
1278,55,Non-Travel,177,Research & Development,8,Male,37,4,Brand Representative,Divorced,13577,25592,Yes,15,3,80,1,33,9,15,0
1279,21,Travel_Frequently,251,Research & Development,10,Female,45,1,Technician,Single,2625,25308,No,20,4,80,0,2,2,2,2
1280,46,Travel_Rarely,168,Sales,4,Female,33,5,Manager,Married,18789,9946,No,14,3,80,1,11,4,0,8
1281,34,Travel_Rarely,131,Sales,2,Female,86,2,Sales Executive,Single,4538,6039,Yes,12,3,80,0,3,2,0,2
1282,51,Travel_Frequently,237,Sales,9,Male,83,5,Manager,Divorced,19847,19196,Yes,24,4,80,1,29,10,11,10
1283,59,Travel_Rarely,1429,Research & Development,18,Male,67,3,Marketing Director,Single,10512,20002,No,12,3,80,0,9,7,5,4
1285,34,Travel_Frequently,135,Research & Development,19,Female,46,2,Technician,Divorced,4444,22534,No,13,3,80,2,11,8,5,10
1286,28,Travel_Frequently,791,Research & Development,1,Male,44,1,Technician,Single,2154,6842,Yes,11,3,80,0,4,2,0,2
1288,44,Travel_Rarely,1199,Research & Development,4,Male,92,5,Manager,Divorced,19190,17477,No,14,3,80,2,25,9,14,13
1289,34,Travel_Frequently,648,Human Resources,11,Male,56,2,Human Resources,Married,4490,21833,No,11,3,80,2,10,9,1,8
1291,35,Travel_Rarely,735,Research & Development,6,Male,66,1,Research Scientist,Married,3506,6020,Yes,14,3,80,0,3,2,2,2
1292,42,Travel_Rarely,603,Research & Development,7,Female,78,2,Research Scientist,Married,2372,5628,Yes,16,3,80,0,1,0,0,0
1293,43,Travel_Rarely,531,Sales,4,Female,56,3,Sales Executive,Single,10231,20364,No,14,3,80,0,21,7,15,17
1294,36,Travel_Rarely,429,Research & Development,2,Female,53,2,Marketing Director,Single,5410,2323,Yes,11,3,80,0,16,14,5,12
1295,44,Travel_Rarely,621,Research & Development,15,Female,73,3,Brand Representative,Married,7978,14075,No,11,3,80,1,10,7,0,5
1296,28,Travel_Frequently,193,Research & Development,2,Male,52,1,Technician,Married,3867,14222,Yes,12,3,80,1,2,2,2,2
1297,51,Travel_Frequently,968,Research & Development,6,Female,40,1,Technician,Single,2838,4257,No,14,3,80,0,7,0,7,7
1298,30,Non-Travel,879,Research & Development,9,Female,72,2,Marketing Director,Single,4695,12858,Yes,18,3,80,0,8,4,1,7
1299,29,Travel_Rarely,806,Research & Development,7,Female,39,1,Technician,Divorced,3339,17285,Yes,13,3,80,2,7,7,7,7
1301,28,Travel_Rarely,640,Research & Development,1,Male,84,1,Research Scientist,Single,2080,4732,No,11,3,80,0,3,2,1,2
1303,25,Travel_Rarely,266,Research & Development,1,Female,40,1,Research Scientist,Single,2096,18830,No,18,3,80,0,2,2,2,1
1304,32,Travel_Rarely,604,Sales,8,Male,56,2,Sales Executive,Married,6209,11693,No,15,3,80,2,10,7,0,8
1306,45,Travel_Frequently,364,Research & Development,25,Female,83,5,Manager,Single,18061,13035,No,22,4,80,0,0,0,0,0
1307,39,Travel_Rarely,412,Research & Development,13,Female,94,4,Manager,Divorced,17123,17334,Yes,13,3,80,2,19,9,15,2
1308,58,Travel_Rarely,848,Research & Development,23,Male,88,1,Research Scientist,Divorced,2372,26076,No,12,3,80,2,2,2,2,2
1309,32,Travel_Rarely,1089,Research & Development,7,Male,79,2,Technician,Married,4883,22845,No,18,3,80,1,10,4,1,1
1310,39,Travel_Rarely,360,Research & Development,23,Male,93,1,Research Scientist,Single,3904,22154,No,13,3,80,0,5,2,0,3
1311,30,Travel_Rarely,1138,Research & Development,6,Female,48,2,Technician,Married,4627,23631,No,12,3,80,1,9,2,6,7
1312,36,Travel_Rarely,325,Research & Development,10,Female,63,3,Brand Representative,Married,7094,5747,No,12,3,80,0,7,7,1,7
1314,46,Travel_Rarely,991,Human Resources,1,Female,44,1,Human Resources,Single,3423,22957,No,12,3,80,0,7,6,5,7
1315,28,Non-Travel,1476,Research & Development,1,Female,55,2,Technician,Married,6674,16392,No,11,3,80,3,9,8,7,5
1317,50,Travel_Rarely,1322,Research & Development,28,Female,43,4,Research Director,Married,16880,22422,Yes,11,3,80,0,3,2,1,2
1318,40,Travel_Rarely,299,Sales,25,Male,57,3,Sales Executive,Single,9094,17235,Yes,12,3,80,0,5,4,1,0
1319,52,Travel_Rarely,1030,Sales,5,Male,64,3,Sales Executive,Single,8446,21534,Yes,19,3,80,0,8,7,7,7
1321,30,Travel_Rarely,634,Research & Development,17,Female,95,3,Manager,Married,11916,25927,Yes,23,4,80,2,9,1,0,8
1322,39,Travel_Rarely,524,Research & Development,18,Male,32,2,Marketing Director,Single,4534,13352,No,11,3,80,0,8,7,1,7
1324,31,Non-Travel,587,Sales,2,Female,57,3,Sales Executive,Divorced,9852,8935,Yes,19,3,80,1,10,8,9,6
1329,41,Non-Travel,256,Sales,10,Male,40,2,Sales Executive,Single,6151,22074,No,13,3,80,0,19,2,11,9
1331,31,Travel_Frequently,1060,Sales,1,Female,54,1,Sales Representative,Single,2302,8319,Yes,11,3,80,0,3,2,2,2
1333,44,Travel_Rarely,935,Research & Development,3,Male,89,1,Technician,Married,2362,14669,No,12,3,80,0,3,2,1,2
1334,42,Non-Travel,495,Research & Development,2,Male,37,4,Manager,Married,17861,26582,Yes,13,3,80,0,20,8,2,10
1336,55,Travel_Rarely,282,Research & Development,2,Female,58,5,Manager,Married,19187,6992,No,14,3,80,1,19,9,9,11
1338,56,Travel_Rarely,206,Human Resources,8,Male,99,5,Manager,Single,19717,4022,No,14,3,80,0,7,3,7,7
1340,40,Non-Travel,458,Research & Development,16,Male,74,1,Research Scientist,Divorced,3544,8532,No,16,3,80,1,4,2,0,0
1344,34,Travel_Rarely,943,Research & Development,9,Male,86,3,Brand Representative,Divorced,8500,5494,No,11,3,80,1,9,7,1,6
1346,40,Travel_Rarely,523,Research & Development,2,Male,98,2,Research Scientist,Single,4661,22455,No,13,3,80,0,9,8,8,8
1349,41,Travel_Frequently,1018,Sales,1,Female,66,2,Sales Executive,Divorced,4103,4297,No,17,3,80,1,9,3,1,7
1350,35,Travel_Frequently,482,Research & Development,4,Male,87,2,Research Scientist,Single,4249,2690,Yes,11,3,80,0,9,6,1,1
1352,51,Travel_Rarely,770,Human Resources,5,Male,84,4,Manager,Divorced,14026,17588,Yes,11,3,80,1,33,9,0,10
1355,38,Travel_Rarely,1009,Sales,2,Female,31,2,Sales Executive,Divorced,6893,19461,No,15,3,80,1,7,7,1,7
1356,34,Travel_Rarely,507,Sales,15,Female,66,2,Sales Executive,Single,6125,23553,No,12,3,80,0,10,8,9,6
1358,25,Travel_Rarely,882,Research & Development,19,Male,67,1,Technician,Married,3669,9075,No,11,3,80,3,3,2,1,2
1360,58,Travel_Rarely,601,Research & Development,7,Female,53,3,Marketing Director,Married,10008,12023,Yes,14,3,80,0,10,9,5,9
1361,40,Travel_Rarely,329,Research & Development,1,Male,88,1,Technician,Married,2387,6762,No,22,4,80,1,4,2,0,3
1362,36,Travel_Frequently,607,Sales,7,Female,83,2,Sales Executive,Married,4639,2261,No,16,3,80,1,15,7,6,13
1363,48,Travel_Rarely,855,Research & Development,4,Male,54,3,Marketing Director,Single,7898,18706,No,11,3,80,0,10,9,0,8
1364,27,Travel_Rarely,1291,Sales,11,Female,98,1,Sales Representative,Married,2534,6527,No,14,3,80,1,1,0,0,0
1367,51,Travel_Rarely,1405,Research & Development,11,Female,82,4,Marketing Director,Single,13142,24439,No,16,3,80,0,5,2,0,3
1368,18,Non-Travel,1124,Research & Development,1,Female,97,1,Technician,Single,1611,19305,No,15,3,80,0,0,0,0,0
1369,35,Travel_Rarely,817,Research & Development,1,Female,60,2,Technician,Married,5363,10846,No,12,3,80,1,9,7,0,0
1371,27,Travel_Frequently,793,Sales,2,Male,43,2,Sales Executive,Single,5071,20392,No,20,4,80,0,6,2,0,0
1372,55,Travel_Rarely,267,Sales,13,Male,85,4,Sales Executive,Single,13695,9277,Yes,17,3,80,0,19,7,3,8
1373,56,Travel_Rarely,1369,Research & Development,23,Male,68,4,Marketing Director,Married,13402,18235,Yes,12,3,80,1,19,16,15,9
1374,34,Non-Travel,999,Research & Development,26,Female,92,1,Research Scientist,Divorced,2029,15891,No,20,4,80,3,5,4,0,0
1375,40,Travel_Rarely,1202,Research & Development,2,Female,89,2,Brand Representative,Divorced,6377,13888,No,20,4,80,3,12,11,11,8
1377,34,Travel_Rarely,285,Research & Development,29,Male,86,2,Technician,Married,5429,17491,No,13,3,80,2,8,7,7,7
1379,31,Travel_Frequently,703,Sales,2,Female,90,1,Sales Representative,Single,2785,11882,No,14,3,80,0,1,0,0,0
1380,35,Travel_Frequently,662,Sales,18,Female,67,2,Sales Executive,Married,4614,23288,Yes,18,3,80,1,4,2,3,2
1382,38,Travel_Frequently,693,Research & Development,7,Male,57,1,Research Scientist,Divorced,2610,15748,No,11,3,80,3,4,2,0,3
1383,34,Travel_Rarely,404,Research & Development,2,Female,98,2,Brand Representative,Single,6687,6163,No,11,3,80,0,14,11,4,11
1387,28,Travel_Rarely,736,Sales,26,Male,48,2,Sales Executive,Married,4724,24232,No,11,3,80,1,5,3,0,4
1389,31,Travel_Rarely,330,Research & Development,22,Male,98,2,Marketing Director,Married,6179,21057,Yes,15,3,80,2,10,2,6,7
1390,39,Travel_Rarely,1498,Sales,21,Male,44,2,Sales Executive,Married,6120,3567,Yes,12,3,80,2,5,4,1,4
1391,51,Travel_Frequently,541,Sales,2,Male,52,3,Sales Executive,Married,10596,15395,No,11,3,80,0,4,2,3,2
1392,41,Travel_Frequently,1200,Research & Development,22,Female,75,2,Research Scientist,Divorced,5467,13953,Yes,14,3,80,2,6,2,3,3
1394,37,Travel_Rarely,1439,Research & Development,4,Male,54,1,Research Scientist,Married,2996,5182,Yes,15,3,80,0,6,4,1,3
1395,33,Travel_Frequently,1111,Sales,5,Male,61,2,Sales Executive,Married,9998,19293,No,13,3,80,0,5,4,1,2
1396,32,Travel_Rarely,499,Sales,2,Male,36,2,Sales Executive,Married,4078,20497,Yes,13,3,80,3,3,2,1,2
1397,39,Non-Travel,1485,Research & Development,25,Male,71,3,Brand Representative,Married,10920,3449,No,21,4,80,1,6,4,0,5
1399,25,Travel_Rarely,1372,Sales,18,Male,93,2,Sales Executive,Married,6232,12477,No,11,3,80,0,3,2,1,2
1401,52,Travel_Frequently,322,Research & Development,28,Female,59,4,Marketing Director,Married,13247,9731,Yes,11,3,80,1,5,3,0,2
1402,43,Travel_Rarely,930,Research & Development,6,Female,73,2,Research Scientist,Single,4081,20003,Yes,14,3,80,0,20,7,1,8
1403,27,Travel_Rarely,205,Sales,10,Female,98,2,Sales Executive,Married,5769,7100,Yes,11,3,80,0,6,2,4,4
1405,27,Travel_Rarely,135,Research & Development,17,Female,51,1,Research Scientist,Single,2394,25681,Yes,13,3,80,0,8,2,7,7
1407,26,Travel_Rarely,683,Research & Development,2,Male,36,1,Research Scientist,Single,3904,4050,No,12,3,80,0,4,3,1,1
1408,42,Travel_Rarely,1147,Human Resources,10,Female,31,4,Manager,Married,16799,16616,No,14,3,80,1,20,7,0,9
1409,52,Travel_Rarely,258,Research & Development,8,Female,54,1,Technician,Married,2950,17363,No,13,3,80,0,5,4,0,4
1411,37,Travel_Rarely,1462,Research & Development,11,Female,94,1,Technician,Single,3629,19106,No,18,3,80,0,3,2,0,2
1412,35,Travel_Frequently,200,Research & Development,18,Male,60,3,Marketing Director,Single,9362,19944,No,11,3,80,0,2,2,2,2
1415,25,Travel_Rarely,949,Research & Development,1,Male,81,1,Technician,Married,3229,4910,No,11,3,80,1,3,2,0,2
1417,26,Travel_Rarely,652,Research & Development,7,Male,100,1,Technician,Single,3578,23577,No,12,3,80,0,7,7,0,7
1419,29,Travel_Rarely,332,Human Resources,17,Male,51,3,Human Resources,Single,7988,9769,No,13,3,80,0,10,9,0,9
1420,49,Travel_Frequently,1475,Research & Development,28,Male,97,2,Technician,Single,4284,22710,No,20,4,80,0,4,3,1,3
1421,29,Travel_Frequently,337,Research & Development,14,Female,84,3,Brand Representative,Single,7553,22930,Yes,12,3,80,0,8,7,7,7
1422,54,Travel_Rarely,971,Research & Development,1,Female,54,4,Research Director,Single,17328,5652,No,19,3,80,0,20,7,12,7
1423,58,Travel_Rarely,1055,Research & Development,1,Female,76,5,Research Director,Married,19701,22456,Yes,21,4,80,1,9,8,1,5
1424,55,Travel_Rarely,1136,Research & Development,1,Male,81,4,Research Director,Divorced,14732,12414,No,13,3,80,2,7,7,0,0
1425,36,Travel_Rarely,1174,Sales,3,Female,99,2,Sales Executive,Single,9278,20763,Yes,16,3,80,0,5,4,0,1
1427,31,Travel_Frequently,667,Sales,1,Female,50,1,Sales Representative,Single,1359,16154,No,12,3,80,0,1,0,0,0
1428,30,Travel_Rarely,855,Sales,7,Female,73,2,Sales Executive,Divorced,4779,12761,No,14,3,80,2,3,2,0,2
1430,31,Travel_Rarely,182,Research & Development,8,Female,93,4,Research Director,Single,16422,8847,No,11,3,80,0,3,2,1,0
1431,34,Travel_Frequently,560,Research & Development,1,Male,91,1,Research Scientist,Divorced,2996,20284,No,14,3,80,2,4,3,1,3
1433,31,Travel_Rarely,202,Research & Development,8,Female,34,1,Research Scientist,Single,1261,22262,No,12,3,80,0,1,0,0,0
1434,27,Travel_Rarely,1377,Research & Development,11,Male,91,1,Technician,Married,2099,7679,No,14,3,80,0,5,0,1,4
1435,36,Travel_Rarely,172,Research & Development,4,Male,37,2,Technician,Single,5810,22604,No,16,3,80,0,10,4,1,8
1436,36,Travel_Rarely,329,Sales,16,Female,98,2,Sales Executive,Married,5647,13494,No,13,3,80,2,3,2,0,2
1438,47,Travel_Rarely,465,Research & Development,1,Male,74,1,Research Scientist,Married,3420,10205,No,12,3,80,1,6,5,1,2
1439,25,Travel_Rarely,383,Sales,9,Male,68,1,Sales Representative,Married,4400,15182,No,12,3,80,0,3,2,2,2
1440,37,Non-Travel,1413,Research & Development,5,Male,84,1,Technician,Single,3500,25470,No,14,3,80,0,6,5,1,3
1441,56,Travel_Rarely,1255,Research & Development,1,Female,90,1,Research Scientist,Married,2066,10494,No,22,4,80,1,3,2,1,0
1443,47,Travel_Rarely,359,Research & Development,2,Female,82,4,Research Director,Married,17169,26703,No,19,3,80,2,20,17,5,6
1445,24,Travel_Rarely,1476,Sales,4,Female,42,2,Sales Executive,Married,4162,15211,Yes,12,3,80,2,5,4,0,3
1446,32,Travel_Rarely,601,Sales,7,Male,97,2,Sales Executive,Married,9204,23343,No,12,3,80,1,4,3,0,3
1447,34,Travel_Rarely,401,Research & Development,1,Female,86,1,Technician,Married,3294,3708,No,17,3,80,1,5,4,0,2
1448,41,Travel_Rarely,1283,Research & Development,5,Male,90,1,Research Scientist,Married,2127,5561,Yes,12,3,80,0,4,2,0,3
1449,40,Non-Travel,663,Research & Development,9,Male,81,2,Technician,Divorced,3975,23099,No,11,3,80,2,8,7,0,7
1453,31,Travel_Rarely,326,Sales,8,Male,31,3,Sales Executive,Divorced,10793,8386,No,18,3,80,1,13,7,9,9
1457,46,Travel_Rarely,377,Sales,9,Male,52,3,Sales Executive,Divorced,10096,15986,No,11,3,80,1,7,7,4,3
1458,39,Non-Travel,592,Research & Development,2,Female,54,1,Technician,Single,3646,17181,Yes,23,4,80,0,1,0,0,0
1459,31,Travel_Frequently,1445,Research & Development,1,Female,100,3,Marketing Director,Single,7446,8931,No,11,3,80,0,10,8,4,7
1460,45,Travel_Rarely,1038,Research & Development,20,Male,95,3,Brand Representative,Divorced,10851,19863,Yes,18,3,80,1,7,7,0,7
1461,31,Travel_Rarely,1398,Human Resources,8,Female,96,1,Human Resources,Single,2109,24609,No,18,3,80,0,3,2,0,2
1464,31,Travel_Frequently,523,Research & Development,2,Male,94,1,Technician,Married,3722,21081,Yes,13,3,80,1,2,2,2,2
1465,45,Travel_Rarely,1448,Research & Development,29,Male,55,3,Marketing Director,Married,9380,14720,Yes,18,3,80,2,3,1,1,2
1466,48,Travel_Rarely,1221,Sales,7,Male,96,2,Sales Executive,Divorced,5486,24795,No,11,3,80,3,2,2,2,2
1467,34,Travel_Rarely,1107,Human Resources,9,Female,52,1,Human Resources,Married,2742,3072,No,15,3,80,0,2,2,2,2
1468,40,Non-Travel,218,Research & Development,8,Male,55,3,Research Director,Divorced,13757,25178,No,11,3,80,1,9,8,4,8
1469,28,Travel_Rarely,866,Sales,5,Male,84,2,Sales Executive,Single,8463,23490,No,18,3,80,0,5,4,1,3
1471,44,Non-Travel,981,Research & Development,5,Male,90,1,Technician,Single,3162,7973,No,14,3,80,0,5,2,0,3
1472,53,Travel_Rarely,447,Research & Development,2,Male,39,4,Research Director,Single,16598,19764,No,12,3,80,0,9,8,8,8
1473,49,Travel_Rarely,1495,Research & Development,5,Male,96,2,Brand Representative,Married,6651,21534,No,14,3,80,1,3,2,1,2
1474,40,Travel_Rarely,896,Research & Development,2,Male,68,1,Research Scientist,Divorced,2345,8045,No,14,3,80,1,3,1,1,2
1475,44,Travel_Rarely,1467,Research & Development,20,Male,49,1,Research Scientist,Single,3420,21158,No,13,3,80,0,5,2,1,3
1477,33,Travel_Frequently,430,Sales,7,Male,54,2,Sales Executive,Married,4373,17456,No,14,3,80,2,4,3,0,3
1478,34,Travel_Rarely,1326,Sales,3,Male,81,2,Sales Executive,Single,4759,15891,No,18,3,80,0,13,9,3,12
1479,30,Travel_Rarely,1358,Sales,16,Male,96,2,Sales Executive,Married,5301,2939,No,15,3,80,2,2,1,2,2
1480,42,Travel_Frequently,748,Research & Development,9,Female,74,1,Technician,Single,3673,16458,No,13,3,80,0,12,9,5,8
1481,44,Travel_Frequently,383,Sales,1,Female,79,2,Sales Executive,Married,4768,9282,No,12,3,80,1,1,0,0,0
1482,30,Non-Travel,990,Research & Development,7,Male,64,1,Research Scientist,Divorced,1274,7152,No,13,3,80,2,1,0,0,0
1483,57,Travel_Rarely,405,Research & Development,1,Male,93,2,Research Scientist,Married,4900,2721,No,24,4,80,1,12,9,2,8
1484,49,Travel_Rarely,1490,Research & Development,7,Male,35,3,Brand Representative,Divorced,10466,20948,No,14,3,80,2,8,7,0,7
1485,34,Travel_Frequently,829,Research & Development,15,Male,71,4,Research Director,Divorced,17007,11929,No,14,3,80,2,14,8,6,9
1486,28,Travel_Frequently,1496,Sales,1,Male,92,1,Sales Representative,Married,2909,15747,No,15,3,80,1,3,2,1,2
1487,29,Travel_Frequently,115,Sales,13,Female,51,2,Sales Executive,Single,5765,17485,No,11,3,80,0,5,3,0,0
1489,34,Travel_Rarely,790,Sales,24,Female,40,2,Sales Executive,Single,4599,7815,Yes,23,4,80,0,15,9,10,10
1492,35,Travel_Rarely,660,Sales,7,Male,76,1,Sales Representative,Married,2404,16192,No,13,3,80,1,1,0,0,0
1494,24,Travel_Frequently,381,Research & Development,9,Male,89,1,Technician,Single,3172,16998,Yes,11,3,80,0,0,0,0,0
1495,24,Non-Travel,830,Sales,13,Female,78,1,Sales Representative,Married,2033,7103,No,13,3,80,1,1,0,0,0
1496,44,Travel_Frequently,1193,Research & Development,2,Male,86,3,Marketing Director,Single,10209,19719,Yes,18,3,80,0,2,2,2,2
1497,29,Travel_Rarely,1246,Sales,19,Male,77,2,Sales Executive,Divorced,8620,23757,No,14,3,80,2,10,7,0,4
1499,30,Travel_Rarely,330,Human Resources,1,Male,46,1,Human Resources,Divorced,2064,15428,No,21,4,80,1,5,3,1,3
1501,55,Travel_Rarely,1229,Research & Development,4,Male,30,2,Brand Representative,Married,4035,16143,Yes,16,3,80,0,3,2,1,2
1502,33,Travel_Rarely,1099,Research & Development,4,Female,82,1,Technician,Married,3838,8192,No,11,3,80,0,5,4,0,2
1503,47,Travel_Rarely,571,Sales,14,Female,78,2,Sales Executive,Married,4591,24200,Yes,17,3,80,1,5,4,1,2
1504,28,Travel_Frequently,289,Research & Development,2,Male,38,1,Technician,Single,2561,5355,No,11,3,80,0,0,0,0,0
1506,28,Travel_Rarely,1423,Research & Development,1,Male,72,1,Research Scientist,Divorced,1563,12530,No,14,3,80,1,1,0,0,0
1507,28,Travel_Frequently,467,Sales,7,Male,55,2,Sales Executive,Single,4898,11827,No,14,3,80,0,4,2,1,3
1509,49,Travel_Rarely,271,Research & Development,3,Female,43,2,Technician,Married,4789,23070,No,25,4,80,1,3,2,1,2
1513,29,Travel_Frequently,410,Research & Development,2,Female,97,1,Technician,Married,3180,4668,No,13,3,80,3,3,2,0,2
1514,28,Travel_Rarely,1083,Research & Development,29,Male,96,2,Marketing Director,Married,6549,3173,No,14,3,80,2,8,6,1,7
1515,33,Travel_Rarely,516,Research & Development,8,Male,69,2,Brand Representative,Single,6388,22049,Yes,17,3,80,0,0,0,0,0
1516,32,Travel_Rarely,495,Research & Development,10,Male,64,3,Manager,Single,11244,21072,No,25,4,80,0,5,2,0,0
1520,54,Travel_Frequently,1050,Research & Development,11,Female,87,4,Manager,Divorced,16032,24456,No,20,4,80,1,14,9,1,12
